,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
2006,465828,Female,No,33,No,Entertainment,8,Low,4,Cat_4
2007,465829,Female,Yes,40,Yes,Doctor,6,Average,3,Cat_4
2008,465830,Female,Yes,48,No,No_Information,5,Average,7,Cat_4
2009,465831,Male,Yes,42,No,Executive,0,High,5,Cat_4
2010,465837,Male,No,56,Yes,No_Information,1,Low,1,Cat_6
2011,465841,Female,No,51,Yes,Engineer,3,Low,1,Cat_6
2012,465848,Female,No,27,Yes,Healthcare,0,Low,1,Cat_7
2013,465849,Female,No,25,Yes,Doctor,7,Low,3,Cat_4
2014,465851,Female,Yes,51,No,Artist,9,High,2,Cat_4
2015,465853,Female,Yes,26,Yes,Healthcare,2,Average,2,Cat_6
2016,465857,Female,No,35,Yes,Doctor,0,Low,1,Cat_6
2017,465860,Female,Maybe,25,Yes,Doctor,1,Low,3,Cat_6
2018,465863,Male,No,30,No,Healthcare,6,Low,3,Cat_6
2019,465865,Female,No,41,Yes,Healthcare,9,Low,1,Cat_6
2020,465866,Male,Yes,42,Yes,Artist,6,Low,3,Cat_6
2021,465867,Female,Yes,40,Yes,Artist,8,High,5,Cat_6
2022,465873,Male,No,36,Yes,Entertainment,13,Low,1,Cat_6
2023,465875,Female,No,39,Yes,Artist,9,Low,1,Cat_6
2024,465884,Male,Yes,40,Yes,Executive,7,High,3,Cat_6
2025,465893,Female,Yes,40,Yes,Engineer,1,Average,2,Cat_6
2026,465894,Male,No,28,Yes,Artist,9,Low,6,Cat_6
2027,465907,Female,No,31,Yes,Marketing,8,Low,2,Cat_1
2028,465916,Male,No,41,Yes,Artist,4,Low,1,Cat_6
2029,465923,Female,No,28,Yes,Engineer,9,Low,5,Cat_6
2030,465925,Male,No,30,Yes,Healthcare,1,Low,1,Cat_6
2031,465927,Female,No,30,Yes,Healthcare,1,Low,1,Cat_6
2032,465930,Female,No,38,Yes,Artist,9,Low,2,Cat_6
2033,465931,Male,Yes,43,Yes,Artist,7,Low,1,Cat_7
2034,465935,Male,No,29,Yes,Entertainment,9,Low,1,Cat_6
2035,465937,Female,No,30,Yes,Healthcare,9,Low,3,Cat_6
2036,465941,Male,Yes,27,Yes,Healthcare,0,Low,2,Cat_6
2037,465948,Female,Yes,48,Yes,Artist,0,Average,2,Cat_6
2038,465953,Female,No,51,Yes,Artist,1,Low,1,Cat_6
2039,465957,Female,No,48,Yes,Marketing,0,Low,1,Cat_6
2040,465960,Female,No,28,Yes,Marketing,9,Low,1,Cat_6
2041,465961,Female,No,40,Yes,Artist,3,Low,1,Cat_6
2042,465963,Male,Yes,51,Yes,Artist,1,Low,2,Cat_6
2043,465965,Female,Yes,36,No,Marketing,8,Low,2,Cat_6
2044,465972,Female,No,51,Yes,Marketing,9,Low,1,Cat_6
2045,465974,Male,Yes,45,Yes,Executive,5,High,4,Cat_4
2046,465975,Male,No,40,Yes,Artist,8,Low,1,Cat_6
2047,465976,Male,No,40,Yes,Artist,0,Low,1,Cat_7
2048,465979,Male,Yes,41,Yes,Artist,2,Low,2,Cat_6
2049,465982,Male,Yes,43,Yes,Entertainment,0,Average,4,Cat_6
2050,465983,Male,Maybe,21,No,Healthcare,1,Low,3,Cat_6
2051,465996,Male,No,23,No,Healthcare,1,Low,4,Cat_6
2052,465997,Female,No,31,No,Doctor,0,Low,3,Cat_6
2053,466001,Female,Yes,42,Yes,Entertainment,6,Low,2,Cat_6
2054,466007,Male,Yes,61,No,Artist,0,Low,1,Cat_7
2055,466017,Female,Yes,45,Yes,Homemaker,0,Low,1,Cat_3
2056,466019,Female,Yes,63,Yes,Artist,5,Low,1,Cat_3
2057,466020,Male,Yes,86,No,Lawyer,0,Low,1,Cat_6
2058,466022,Female,Yes,67,No,Engineer,2,High,3,Cat_7
2059,466023,Male,Yes,71,No,Executive,2,High,3,Cat_7
2060,466024,Female,Yes,43,No,Entertainment,14,Low,2,Cat_3
2061,466032,Male,Maybe,28,No,Entertainment,2,Low,2,Cat_6
2062,466042,Male,Yes,47,No,Entertainment,0,Low,2,Cat_6
2063,466043,Female,Yes,53,Yes,Artist,0,Average,4,Cat_6
2064,466046,Female,Yes,36,No,Entertainment,1,Average,2,Cat_4
2065,466058,Male,Yes,35,No,Entertainment,1,Low,2,Cat_4
2066,466069,Female,Yes,48,Yes,Artist,1,High,4,
2067,466071,Female,Yes,60,Yes,Artist,3,Low,3,Cat_4
2068,466078,Female,Yes,45,No,Executive,2,Low,1,Cat_6
2069,466079,Female,Yes,42,No,Engineer,0,Low,2,Cat_6
2070,466082,Female,Yes,89,Yes,Lawyer,1,Low,1,Cat_6
2071,466083,Female,No,23,No,Marketing,4,Low,2,Cat_3
2072,466084,Male,Yes,46,Yes,Homemaker,11,Low,1,Cat_3
2073,466085,Male,No,22,No,Student,8,Low,4,Cat_4
2074,466088,Female,No,30,No,Healthcare,0,Low,7,Cat_6
2075,466090,Male,Yes,58,Yes,Entertainment,0,Low,2,Cat_6
2076,466092,Male,Yes,73,Yes,Artist,0,Average,4,Cat_6
2077,466099,Female,Yes,71,Yes,Lawyer,0,Low,1,Cat_6
2078,466103,Female,Yes,35,No,Engineer,0,Low,5,Cat_6
2079,466109,Male,Yes,52,Yes,Entertainment,1,Average,4,Cat_6
2080,466111,Male,Yes,84,Yes,Lawyer,0,Low,2,Cat_6
2081,466114,Male,Yes,47,Yes,Entertainment,1,Average,5,Cat_6
2082,466115,Male,Yes,39,No,Executive,0,Low,2,Cat_6
2083,466118,Female,Yes,40,No,Engineer,0,Low,3,Cat_4
2084,466124,Female,No,46,Yes,Artist,1,Low,1,Cat_6
2085,466128,Male,No,40,Yes,Artist,3,Low,2,Cat_6
2086,466130,Female,No,27,No,Artist,1,Low,6,Cat_6
2087,466132,Female,No,23,No,Healthcare,4,Low,4,Cat_7
2088,466136,Female,No,21,Yes,Artist,1,Low,2,Cat_6
2089,466138,Male,Yes,70,No,Lawyer,2,High,2,Cat_6
2090,466140,Male,Yes,28,Yes,Entertainment,1,Low,2,Cat_6
2091,466141,Female,Yes,58,Yes,Homemaker,1,Low,4,Cat_6
2092,466142,Female,Yes,27,Yes,Entertainment,0,Average,2,Cat_6
2093,466143,Female,Yes,49,No,Engineer,0,Average,5,
2094,466146,Female,Yes,37,No,Engineer,8,Average,3,Cat_6
2095,466148,Male,Yes,39,No,Entertainment,1,Average,4,Cat_6
2096,466149,Female,No,28,No,Doctor,2,Low,4,Cat_6
2097,466153,Male,Yes,73,No,Entertainment,0,Average,2,Cat_6
2098,466154,Female,Yes,51,Yes,Artist,1,Average,5,Cat_3
2099,466156,Female,Yes,48,Yes,Doctor,8,Average,3,Cat_2
2100,466157,Male,Yes,72,Yes,Homemaker,9,Low,2,
2101,466161,Male,Yes,47,No,Artist,1,Average,2,Cat_6
2102,466162,Female,Yes,67,Yes,Doctor,0,Low,1,Cat_4
2103,466166,Male,Yes,77,Yes,Lawyer,0,High,2,Cat_4
2104,466172,Male,Yes,46,Yes,Artist,3,Average,3,Cat_6
2105,466178,Female,Yes,52,Yes,Artist,1,Average,4,Cat_6
2106,466180,Male,Yes,67,No,Lawyer,1,Low,1,Cat_6
2107,466185,Male,Yes,62,Yes,Doctor,0,Average,4,Cat_6
2108,466200,Male,Yes,45,Yes,Doctor,8,Average,3,Cat_4
2109,466201,Male,Yes,40,Yes,Doctor,1,Average,5,Cat_4
2110,466206,Female,Yes,60,Yes,Artist,4,Average,2,Cat_3
2111,466207,Female,Yes,37,Yes,Doctor,8,Average,4,Cat_2
2112,466208,Male,Yes,69,No,Executive,2,High,1,Cat_6
2113,466210,Female,Yes,58,Yes,Artist,1,High,4,Cat_6
2114,466211,Male,Yes,52,Yes,Artist,1,Low,2,Cat_6
2115,466213,Male,No,20,No,Healthcare,2,Low,5,Cat_6
2116,466218,Female,Maybe,23,No,Healthcare,6,Low,4,Cat_2
2117,466223,Male,Yes,66,Yes,Artist,0,Low,1,Cat_4
2118,466225,Male,No,19,No,Healthcare,1,Low,3,Cat_2
2119,466226,Female,Yes,53,Yes,Artist,0,Average,5,Cat_6
2120,466233,Female,Yes,59,Yes,Homemaker,6,Low,1,Cat_6
2121,466235,Female,Yes,61,Yes,Artist,0,Average,4,Cat_4
2122,466236,Female,Yes,68,Yes,Engineer,1,Low,2,Cat_4
2123,466238,Male,No,20,No,Healthcare,1,Low,3,Cat_4
2124,466246,Male,No,20,No,Healthcare,1,Low,4,Cat_2
2125,466247,Female,Maybe,49,Yes,Artist,0,Low,4,Cat_2
2126,466253,Male,No,19,No,Healthcare,1,Low,3,Cat_2
2127,466257,Female,No,27,No,Healthcare,1,Low,4,Cat_6
2128,466264,Male,Yes,32,Yes,No_Information,1,Low,2,Cat_3
2129,466268,Female,Yes,67,Yes,Artist,0,Average,3,Cat_4
2130,466271,Male,No,27,No,Entertainment,1,Low,3,Cat_2
2131,466274,Male,Yes,72,Yes,Executive,0,Low,2,Cat_6
2132,466276,Female,No,32,No,Doctor,1,Low,5,Cat_4
2133,466278,Female,No,28,No,Student,0,Low,2,Cat_3
2134,466282,Male,Yes,29,Yes,Healthcare,8,Low,2,Cat_6
2135,466285,Female,No,19,No,Healthcare,1,Low,5,Cat_2
2136,466286,Female,Yes,52,Yes,Artist,1,Average,5,Cat_2
2137,466287,Female,Yes,47,Yes,Doctor,1,Average,2,Cat_2
2138,466289,Male,No,19,No,Healthcare,3,Low,5,Cat_2
2139,466290,Female,No,18,No,Healthcare,5,Low,2,Cat_4
2140,466292,Female,Yes,79,No,Lawyer,1,High,2,Cat_6
2141,466297,Female,No,19,No,Healthcare,1,Low,4,Cat_4
2142,466300,Female,Yes,48,Yes,Artist,0,Low,3,Cat_2
2143,466301,Male,Yes,52,Yes,Artist,1,Average,3,Cat_2
2144,466306,Male,No,23,No,Healthcare,1,Low,4,Cat_6
2145,466313,Female,Yes,58,Yes,Artist,1,Low,1,Cat_4
2146,466315,Female,Yes,69,Yes,Engineer,1,Low,1,Cat_6
2147,466317,Male,Yes,37,Yes,Entertainment,4,Low,1,Cat_6
2148,466318,Female,No,30,No,Healthcare,0,Low,3,Cat_6
2149,466319,Female,Maybe,25,No,Healthcare,0,Low,4,Cat_6
2150,466320,Female,No,39,Yes,Engineer,8,Low,2,Cat_4
2151,466321,Male,Yes,43,Yes,Entertainment,3,Low,2,Cat_4
2152,466324,Female,No,32,No,Engineer,0,Low,1,Cat_4
2153,466326,Male,No,23,No,Healthcare,0,Low,5,Cat_3
2154,466335,Female,No,30,No,Healthcare,1,Low,3,Cat_4
2155,466337,Female,Yes,41,No,Engineer,1,Low,2,Cat_4
2156,466341,Male,Yes,49,Yes,Artist,1,Average,2,Cat_5
2157,466347,Male,Yes,66,No,Executive,6,Low,3,Cat_4
2158,466352,Female,Yes,67,Yes,Doctor,1,Low,2,Cat_6
2159,466355,Male,No,30,Yes,Healthcare,0,Low,2,Cat_6
2160,466367,Female,No,39,Yes,Doctor,6,Low,1,Cat_2
2161,466370,Female,Maybe,52,Yes,Artist,0,Low,4,Cat_2
2162,466372,Female,Yes,57,Yes,Artist,0,Average,5,Cat_6
2163,466373,Male,Yes,63,Yes,Executive,1,High,1,Cat_6
2164,466376,Female,Yes,52,No,Homemaker,4,High,3,Cat_6
2165,466377,Male,Yes,61,Yes,No_Information,8,Average,2,Cat_6
2166,466380,Male,Yes,35,Yes,Entertainment,7,Low,2,Cat_6
2167,466381,Male,Yes,52,Yes,Artist,4,Average,2,Cat_6
2168,466382,Female,Yes,45,Yes,Engineer,2,High,2,Cat_4
2169,466387,Male,Yes,37,Yes,Entertainment,8,Average,2,Cat_6
2170,466389,Female,Yes,45,Yes,Engineer,1,Average,2,Cat_6
2171,466391,Female,Yes,55,Yes,Engineer,0,Average,2,Cat_6
2172,466392,Female,Yes,49,Yes,Engineer,4,Average,2,Cat_3
2173,466393,Female,Yes,42,No,Entertainment,1,Low,6,Cat_3
2174,466395,Female,Yes,39,Yes,Doctor,3,High,2,Cat_4
2175,466397,Male,No,18,No,Healthcare,0,Low,3,Cat_3
2176,466400,Male,Yes,43,No,Artist,1,Average,3,Cat_3
2177,466401,Male,Yes,50,No,Executive,1,Average,4,Cat_6
2178,466402,Male,Yes,37,Yes,Artist,1,Average,4,Cat_6
2179,466404,Female,No,37,Yes,Engineer,1,Low,1,Cat_6
2180,466406,Male,Yes,63,Yes,Entertainment,0,Low,3,Cat_6
2181,466408,Male,Yes,83,Yes,Lawyer,1,Low,2,Cat_3
2182,466411,Male,Yes,55,Yes,Artist,1,Average,3,Cat_3
2183,466414,Male,Yes,71,Yes,Artist,1,Low,3,Cat_6
2184,466418,Male,Yes,87,No,Lawyer,1,Low,1,Cat_4
2185,466419,Female,Yes,49,Yes,Entertainment,2,Average,5,Cat_3
2186,466422,Male,Yes,27,No,Doctor,0,Low,4,Cat_4
2187,466427,Female,Yes,25,No,Marketing,1,Low,4,Cat_4
2188,466429,Male,Yes,42,No,Healthcare,0,Low,2,Cat_3
2189,466443,Female,Yes,66,Yes,Artist,4,Low,2,Cat_6
2190,466450,Female,No,32,Yes,Healthcare,1,Low,1,Cat_6
2191,466455,Female,Yes,32,Yes,Doctor,4,Low,2,Cat_6
2192,466456,Female,Yes,37,No,Doctor,8,Low,1,Cat_2
2193,466457,Female,Yes,62,Yes,Lawyer,9,Low,5,Cat_6
2194,466463,Female,No,33,Yes,Healthcare,3,Low,4,Cat_4
2195,466464,Female,Yes,45,Yes,Homemaker,2,Average,2,Cat_3
2196,466466,Female,Maybe,18,No,Healthcare,5,Low,5,Cat_3
2197,466467,Female,Yes,37,Yes,Artist,0,Average,3,Cat_3
2198,466468,Male,No,30,Yes,Doctor,4,Low,4,Cat_3
2199,466474,Male,No,31,Yes,Entertainment,5,Low,3,Cat_6
2200,466478,Female,Yes,48,Yes,Artist,0,Average,4,Cat_3
2201,466483,Male,No,31,Yes,Healthcare,2,Low,1,Cat_3
2202,466486,Female,Yes,36,Yes,Doctor,8,Low,2,Cat_4
2203,466488,Male,Yes,61,Yes,Entertainment,0,Average,6,Cat_6
2204,466490,Female,Yes,83,No,Lawyer,0,High,2,Cat_6
2205,466493,Male,Yes,77,No,Lawyer,1,High,2,Cat_6
2206,466500,Female,Yes,46,Yes,Artist,3,High,3,Cat_4
2207,466501,Male,Yes,48,Yes,Engineer,0,Average,3,Cat_3
2208,466502,Male,No,19,No,Healthcare,0,Low,5,Cat_3
2209,466516,Male,No,21,No,Healthcare,1,Low,3,Cat_6
2210,466517,Female,No,40,No,Engineer,2,Low,1,Cat_6
2211,466526,Male,No,27,No,Healthcare,0,Low,5,Cat_2
2212,466527,Female,Yes,49,No,Marketing,0,Low,1,Cat_5
2213,466530,Male,No,19,No,Healthcare,1,Low,4,
2214,466533,Female,No,53,Yes,Entertainment,1,Low,1,Cat_6
2215,466535,Male,No,29,Yes,Artist,8,Low,1,Cat_6
2216,466536,Male,No,23,No,Healthcare,3,Low,4,Cat_4
2217,466538,Male,Yes,84,Yes,Lawyer,1,High,2,Cat_6
2218,466541,Male,No,38,Yes,Entertainment,0,Low,4,Cat_6
2219,466543,Male,No,26,Yes,Doctor,11,Low,2,Cat_7
2220,466545,Female,No,19,No,Healthcare,1,Low,4,Cat_2
2221,466550,Female,Maybe,22,No,Healthcare,1,Low,4,Cat_6
2222,466552,Male,Yes,20,No,Entertainment,0,Low,2,Cat_6
2223,466553,Male,Yes,36,Yes,Healthcare,0,Low,3,Cat_6
2224,466556,Male,No,18,No,Healthcare,1,Low,3,Cat_6
2225,466562,Female,No,20,No,Healthcare,7,Low,4,Cat_6
2226,466564,Female,No,18,No,Marketing,1,Low,4,Cat_6
2227,466565,Male,Yes,32,No,Artist,7,Average,2,Cat_6
2228,466576,Female,No,18,No,Healthcare,0,Low,4,Cat_6
2229,466586,Male,No,18,No,Healthcare,0,Low,2,Cat_6
2230,466588,Female,No,21,No,Healthcare,8,Low,4,Cat_6
2231,466596,Female,Yes,75,Yes,Artist,1,High,2,Cat_6
2232,466603,Male,Yes,37,Yes,Engineer,0,Average,2,Cat_6
2233,466606,Female,Yes,35,Yes,Engineer,1,Low,3,Cat_3
2234,466613,Male,No,20,No,Healthcare,9,Low,3,Cat_6
2235,466623,Male,Yes,58,Yes,Entertainment,2,Average,4,Cat_3
2236,466628,Male,No,33,No,Healthcare,8,Low,4,
2237,466631,Male,Yes,58,Yes,Artist,0,Low,3,Cat_6
2238,466634,Male,No,20,No,Healthcare,1,Low,5,Cat_6
2239,466635,Male,Yes,50,Yes,Artist,4,Average,2,Cat_6
2240,466644,Female,No,51,Yes,Homemaker,0,Low,2,Cat_6
2241,466650,Female,No,27,No,Healthcare,8,Low,3,Cat_4
2242,466652,Female,Yes,58,Yes,Doctor,1,Average,2,Cat_6
2243,466655,Male,Yes,62,No,Executive,1,Low,2,Cat_6
2244,466656,Male,Yes,79,Yes,Marketing,0,High,2,Cat_6
2245,466658,Female,No,19,No,Healthcare,1,Low,4,Cat_6
2246,466662,Female,No,33,No,Engineer,0,Low,2,Cat_4
2247,466665,Male,Yes,36,Yes,Artist,1,Average,2,Cat_6
2248,466666,Female,Yes,29,Yes,Healthcare,1,Low,2,Cat_6
2249,466671,Female,Maybe,28,No,Healthcare,3,Low,3,Cat_2
2250,466686,Female,No,22,No,Healthcare,0,Low,4,Cat_6
2251,466687,Male,No,21,No,Healthcare,1,Low,3,Cat_6
2252,466688,Male,No,22,No,Healthcare,0,Low,3,Cat_4
2253,466689,Male,No,28,Yes,Artist,9,Low,3,Cat_6
2254,466696,Female,Yes,48,Yes,Artist,3,Average,4,Cat_6
2255,466704,Male,Yes,48,Yes,Doctor,3,Average,2,Cat_6
2256,466705,Male,Yes,66,No,Lawyer,0,Low,3,Cat_6
2257,466707,Female,Yes,47,Yes,Homemaker,1,Low,4,Cat_6
2258,466713,Female,Yes,68,Yes,Artist,1,High,4,Cat_6
2259,466718,Male,Yes,73,Yes,Executive,0,High,2,Cat_6
2260,466720,Female,Yes,59,No,Lawyer,0,Low,1,Cat_2
2261,466721,Male,Yes,38,Yes,Doctor,7,Average,2,Cat_6
2262,466725,Female,Yes,76,No,Lawyer,1,High,2,Cat_6
2263,466731,Female,Yes,40,Yes,Engineer,3,Low,2,Cat_4
2264,466732,Female,Yes,49,Yes,Engineer,0,High,2,Cat_4
2265,466733,Female,No,33,No,Homemaker,0,Low,2,Cat_4
2266,466735,Male,No,18,No,Healthcare,1,Low,2,Cat_6
2267,466746,Female,Yes,69,Yes,Lawyer,0,High,2,Cat_6
2268,466749,Male,No,22,No,Healthcare,1,Low,5,Cat_3
2269,466750,Female,No,18,No,Healthcare,0,Low,3,Cat_3
2270,466751,Female,No,20,No,Healthcare,1,Low,4,Cat_6
2271,466752,Male,Yes,36,Yes,Healthcare,1,Low,1,Cat_6
2272,466753,Female,Yes,67,Yes,Artist,0,Average,2,Cat_3
2273,466754,Female,Yes,37,Yes,Artist,1,Average,3,Cat_6
2274,466759,Female,No,26,No,Healthcare,2,Low,2,Cat_6
2275,466760,Male,Yes,51,Yes,Doctor,1,Average,4,Cat_6
2276,466765,Female,Yes,67,Yes,Lawyer,1,Low,2,Cat_6
2277,466769,Female,No,29,Yes,Entertainment,1,Low,4,Cat_6
2278,466775,Female,Yes,76,Yes,Lawyer,0,Low,2,Cat_6
2279,466776,Male,Yes,86,Yes,Lawyer,0,Low,1,Cat_6
2280,466777,Female,Yes,51,Yes,Homemaker,9,Average,2,Cat_6
2281,466778,Male,Yes,35,Yes,Entertainment,1,Low,2,Cat_3
2282,466788,Male,No,30,No,Doctor,3,Low,2,Cat_6
2283,466790,Male,Yes,47,Yes,Doctor,0,Average,2,Cat_3
2284,466791,Male,Yes,81,No,Lawyer,0,Low,1,Cat_6
2285,466792,Female,Yes,85,No,Lawyer,0,Low,1,Cat_6
2286,466795,Male,Maybe,60,Yes,Entertainment,2,Average,5,Cat_6
2287,466799,Female,No,21,No,Healthcare,2,Low,3,Cat_6
2288,466802,Female,Maybe,40,Yes,Engineer,0,Low,1,Cat_6
2289,466804,Female,Maybe,35,Yes,Homemaker,4,Low,1,Cat_3
2290,466807,Female,Maybe,35,Yes,Healthcare,0,Low,1,Cat_4
2291,466808,Female,No,41,No,Engineer,1,Low,1,Cat_6
2292,466810,Male,No,18,No,Healthcare,0,Low,3,Cat_6
2293,466811,Male,No,22,No,Healthcare,0,Low,2,Cat_4
2294,466813,Male,Yes,61,Yes,Artist,0,Low,2,Cat_6
2295,466814,Male,No,23,No,Healthcare,0,Low,3,Cat_6
2296,466815,Male,No,31,No,Healthcare,1,Low,5,Cat_4
2297,466816,Male,Yes,82,Yes,Lawyer,0,High,2,Cat_6
2298,466818,Male,Yes,84,No,Executive,1,High,2,Cat_6
2299,466826,Male,Yes,41,Yes,Entertainment,1,Low,2,Cat_6
2300,466832,Female,Yes,66,Yes,Artist,0,Average,2,Cat_4
2301,466833,Male,Yes,57,Yes,Artist,5,Low,2,Cat_6
2302,466846,Male,No,20,No,Healthcare,3,Low,4,Cat_2
2303,466863,Female,No,32,No,Homemaker,14,Low,1,Cat_6
2304,466867,Female,No,29,No,Homemaker,11,Low,1,Cat_6
2305,466871,Male,Yes,36,Yes,Executive,2,High,4,Cat_6
2306,466874,Male,Yes,38,Yes,Entertainment,1,Average,3,Cat_6
2307,466884,Female,Yes,43,No,Doctor,1,Low,1,Cat_6
2308,466886,Female,No,42,No,Marketing,1,Low,1,Cat_6
2309,466891,Female,Yes,48,No,Homemaker,8,Low,1,Cat_6
2310,466905,Male,Yes,62,Yes,Artist,0,Low,1,Cat_6
2311,466906,Male,No,63,Yes,Artist,0,Low,2,Cat_6
2312,466908,Male,Yes,60,Yes,Entertainment,1,Low,2,Cat_6
2313,466909,Male,Yes,63,Yes,Artist,1,Low,2,Cat_6
2314,466910,Male,Yes,62,Yes,Entertainment,9,Low,1,Cat_6
2315,466917,Male,Yes,40,No,Executive,4,Low,2,Cat_6
2316,466918,Male,Yes,63,Yes,Artist,0,Average,1,Cat_6
2317,466920,Male,No,19,No,Healthcare,6,Low,4,Cat_3
2318,466923,Female,No,21,No,Homemaker,8,Low,1,Cat_6
2319,466926,Male,No,21,No,Healthcare,1,Low,2,Cat_6
2320,466927,Male,No,22,No,Engineer,6,Low,5,Cat_2
2321,466936,Male,Yes,60,No,Lawyer,1,High,3,Cat_6
2322,466938,Male,Yes,59,Yes,Artist,8,Low,1,Cat_6
2323,466939,Male,Yes,73,No,Lawyer,1,High,2,Cat_6
2324,466951,Female,Yes,52,Yes,Artist,0,High,3,Cat_6
2325,466954,Female,Yes,66,No,Doctor,9,Average,2,Cat_6
2326,466955,Male,Yes,61,No,Entertainment,1,Low,4,Cat_3
2327,466956,Female,Yes,61,Yes,Artist,1,Low,1,Cat_6
2328,466961,Female,Yes,61,Yes,Artist,2,Average,2,Cat_6
2329,466966,Male,Yes,59,Yes,Entertainment,1,Average,2,Cat_6
2330,466967,Male,Yes,51,Yes,Artist,1,Low,1,Cat_6
2331,466970,Female,Yes,36,Yes,Homemaker,9,Low,2,Cat_4
2332,466971,Male,No,71,Yes,Executive,9,Low,3,Cat_6
2333,466975,Male,Yes,48,Yes,Artist,1,Average,2,Cat_6
2334,466990,Male,Yes,43,Yes,Entertainment,9,Average,2,Cat_6
2335,466996,Female,No,36,Yes,Artist,9,Low,1,Cat_6
2336,466998,Female,Yes,57,No,Artist,2,Average,3,Cat_6
2337,466999,Male,No,33,Yes,Healthcare,1,Low,3,Cat_6
2338,467000,Female,No,31,Yes,Artist,1,Low,6,Cat_4
2339,467008,Male,Yes,57,Yes,Artist,1,Average,3,Cat_6
2340,467009,Female,No,33,No,Homemaker,2,Low,4,Cat_3
2341,467022,Male,No,30,Yes,Artist,1,Low,5,Cat_6
2342,467023,Male,Yes,26,No,Doctor,8,Average,2,Cat_6
2343,467025,Female,No,29,No,Engineer,1,Low,3,Cat_6
2344,467044,Female,No,42,Yes,Marketing,0,Low,1,Cat_7
2345,467046,Female,No,30,No,Doctor,0,Low,5,Cat_3
2346,467050,Female,No,18,No,Engineer,1,Low,5,Cat_2
2347,467053,Male,No,18,No,Healthcare,5,Low,4,Cat_6
2348,467058,Male,Yes,80,No,Executive,0,High,2,Cat_6
2349,467060,Male,No,35,No,Engineer,7,Low,2,Cat_6
2350,467063,Male,Yes,45,Yes,Entertainment,1,Average,2,Cat_6
2351,467073,Male,No,42,Yes,Engineer,8,Low,1,Cat_6
2352,467078,Female,Yes,26,No,Healthcare,2,High,2,Cat_7
2353,467079,Male,Yes,38,Yes,Artist,1,Low,2,Cat_6
2354,467084,Male,Yes,41,Yes,Artist,1,Average,7,Cat_6
2355,467085,Male,No,45,Yes,Entertainment,1,Low,2,Cat_6
2356,467088,Male,Yes,57,Yes,Artist,1,Low,1,Cat_3
2357,467092,Female,No,33,Yes,Healthcare,5,Low,4,Cat_6
2358,467093,Female,Yes,51,Yes,Artist,8,Average,2,Cat_6
2359,467098,Male,Yes,85,No,Executive,1,Low,2,Cat_6
2360,467099,Female,No,30,No,Entertainment,0,Low,3,Cat_6
2361,467107,Male,Yes,38,Yes,Engineer,1,Average,3,Cat_4
2362,467111,Male,Yes,66,Yes,Artist,1,Low,1,Cat_6
2363,467112,Male,No,40,Yes,Artist,0,Low,2,Cat_2
2364,467113,Male,Yes,83,Yes,Lawyer,2,Low,1,Cat_6
2365,467114,Male,Yes,61,Yes,Marketing,1,Average,3,Cat_6
2366,467116,Male,Yes,65,Yes,Executive,1,High,2,Cat_6
2367,467119,Male,Yes,37,No,Marketing,0,High,4,Cat_7
2368,467121,Male,Yes,47,Yes,Doctor,0,Low,2,Cat_6
2369,467125,Male,Yes,51,No,Entertainment,1,Average,4,Cat_3
2370,467127,Male,Yes,73,No,Lawyer,2,Low,1,Cat_6
2371,467129,Female,Maybe,49,No,Marketing,1,Average,3,Cat_4
2372,467132,Female,Yes,73,Yes,Engineer,0,Low,2,Cat_6
2373,467136,Male,Yes,37,No,Entertainment,1,Average,4,Cat_4
2374,467137,Female,Yes,55,Yes,Engineer,0,Low,1,Cat_6
2375,467138,Female,No,32,No,Homemaker,12,Low,1,Cat_6
2376,467139,Female,No,28,Yes,Artist,0,Low,3,Cat_6
2377,467143,Female,No,50,No,Lawyer,0,Low,3,Cat_6
2378,467144,Male,Yes,38,Yes,Entertainment,1,Low,2,Cat_6
2379,467146,Female,No,28,No,Homemaker,8,Low,1,Cat_6
2380,467147,Male,No,46,Yes,Entertainment,1,Low,1,Cat_6
2381,467153,Female,Yes,47,Yes,Artist,0,Low,2,Cat_6
2382,467157,Male,Yes,39,Yes,Executive,8,High,6,Cat_7
2383,467158,Female,No,26,No,Healthcare,1,Low,2,Cat_6
2384,467159,Female,Yes,37,Yes,Homemaker,9,High,2,Cat_6
2385,467160,Male,Yes,43,No,No_Information,1,Average,2,Cat_3
2386,467165,Female,No,27,No,Homemaker,2,Low,1,Cat_6
2387,467167,Male,Yes,69,Yes,Artist,1,Average,2,Cat_3
2388,467168,Male,Yes,47,Yes,Artist,9,Average,2,Cat_1
2389,467172,Male,No,36,Yes,Artist,9,Low,2,Cat_6
2390,467180,Male,Yes,43,Yes,Healthcare,1,Low,3,Cat_3
2391,467183,Male,Yes,42,Yes,Entertainment,3,Average,4,Cat_6
2392,467185,Male,No,29,Yes,Artist,0,Low,3,Cat_6
2393,467189,Female,Yes,45,Yes,Artist,1,High,4,Cat_6
2394,467193,Male,Yes,88,Yes,Artist,1,Low,2,Cat_6
2395,467201,Female,No,33,Yes,Engineer,2,Low,5,Cat_7
2396,467202,Male,Yes,18,No,Doctor,0,Low,4,Cat_6
2397,467208,Female,Yes,41,Yes,Homemaker,2,High,2,Cat_6
2398,467212,Female,No,28,Yes,Doctor,1,Low,3,Cat_6
